,time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec),velocity(m/s)
493482,1970-01-19T20:41:28.514057,74487.84905660378,4.448290425310367e-09
493483,1970-01-19T20:41:28.665000,74488.0,3.080678210810006e-09
493489,1970-01-19T20:41:29.570660,74488.90566037736,2.4504072735368933e-09
493490,1970-01-19T20:41:29.721604,74489.05660377358,5.676867283865218e-09
493491,1970-01-19T20:41:29.872547,74489.2075471698,5.501655267608687e-09
493492,1970-01-19T20:41:30.023491,74489.35849056604,2.3183011928871716e-09
493497,1970-01-19T20:41:30.778208,74490.11320754717,2.328560871900989e-09
493498,1970-01-19T20:41:30.929151,74490.2641509434,3.270434682639344e-09
493499,1970-01-19T20:41:31.080094,74490.41509433962,1.958806850214369e-09
493504,1970-01-19T20:41:31.834811,74491.16981132075,1.0821350516605103e-09
493505,1970-01-19T20:41:31.985755,74491.32075471699,1.5626119715267307e-09
493516,1970-01-19T20:41:33.646132,74492.98113207547,1.9314161809607367e-09
493517,1970-01-19T20:41:33.797075,74493.1320754717,3.4754848970290667e-09
493518,1970-01-19T20:41:33.948019,74493.28301886792,3.3169190077069475e-09
493519,1970-01-19T20:41:34.098962,74493.43396226416,1.3752005637430923e-09
493525,1970-01-19T20:41:35.004623,74494.3396226415,1.156655093910182e-09
493531,1970-01-19T20:41:35.910283,74495.24528301887,1.071683381417056e-09
493537,1970-01-19T20:41:36.815943,74496.15094339622,1.3242783671751067e-09
493538,1970-01-19T20:41:36.966887,74496.30188679245,1.7333556288640906e-09
493539,1970-01-19T20:41:37.117830,74496.45283018867,9.936625184536654e-10
493551,1970-01-19T20:41:38.929151,74498.2641509434,1.953257627321812e-09
493552,1970-01-19T20:41:39.080094,74498.41509433962,2.2506528101180682e-09
493553,1970-01-19T20:41:39.231038,74498.56603773584,1.3405606653659283e-09
493558,1970-01-19T20:41:39.985755,74499.32075471699,1.0055463568339751e-09
493564,1970-01-19T20:41:40.891415,74500.22641509434,1.1128360591405208e-09
493565,1970-01-19T20:41:41.042358,74500.37735849057,2.9875987482715142e-09
493566,1970-01-19T20:41:41.193302,74500.52830188679,3.3044267924689103e-09
493567,1970-01-19T20:41:41.344245,74500.67924528301,1.8583867324043021e-09
493577,1970-01-19T20:41:42.853679,74502.18867924529,1.438294265581441e-09
493578,1970-01-19T20:41:43.004623,74502.3396226415,2.7747879014630127e-09
493579,1970-01-19T20:41:43.155566,74502.49056603774,3.4059832227277262e-09
493580,1970-01-19T20:41:43.306509,74502.64150943396,2.7283100374104998e-09
493581,1970-01-19T20:41:43.457453,74502.7924528302,9.056227060789288e-10
493587,1970-01-19T20:41:44.363113,74503.69811320755,9.973910709520882e-10
493594,1970-01-19T20:41:45.419717,74504.75471698113,1.7260807368053595e-09
493595,1970-01-19T20:41:45.570660,74504.90566037736,1.6501861463716912e-09
493600,1970-01-19T20:41:46.325377,74505.6603773585,9.914888078864414e-10
493601,1970-01-19T20:41:46.476321,74505.81132075471,2.1867303150709e-09
493602,1970-01-19T20:41:46.627264,74505.96226415095,2.172379619056389e-09
493609,1970-01-19T20:41:47.683868,74507.01886792453,1.5630439007235355e-09
493610,1970-01-19T20:41:47.834811,74507.16981132075,1.1648830894364182e-09
493614,1970-01-19T20:41:48.438585,74507.77358490566,1.1830227047644054e-09
493615,1970-01-19T20:41:48.589528,74507.92452830188,2.3527414334719407e-09
493616,1970-01-19T20:41:48.740472,74508.07547169812,1.910986439835236e-09
493621,1970-01-19T20:41:49.495189,74508.83018867925,1.0720716659472023e-09
493622,1970-01-19T20:41:49.646132,74508.98113207547,3.844130587670399e-09
493623,1970-01-19T20:41:49.797075,74509.1320754717,3.9390485720298805e-09
493624,1970-01-19T20:41:49.948019,74509.28301886792,1.0544538854174295e-09
493628,1970-01-19T20:41:50.551792,74509.88679245283,1.05421288671602e-09
493629,1970-01-19T20:41:50.702736,74510.03773584905,5.3615636596702875e-09
493630,1970-01-19T20:41:50.853679,74510.18867924529,4.291068369337156e-09
493631,1970-01-19T20:41:51.004623,74510.3396226415,3.2205730791072284e-09
493636,1970-01-19T20:41:51.759340,74511.09433962264,1.887904765904204e-09
493637,1970-01-19T20:41:51.910283,74511.24528301887,6.1963790637969844e-09
493638,1970-01-19T20:41:52.061226,74511.39622641509,5.146582595244599e-09
493639,1970-01-19T20:41:52.212170,74511.54716981133,4.096786126591006e-09
493649,1970-01-19T20:41:53.721604,74513.05660377358,1.557474788369122e-09
493650,1970-01-19T20:41:53.872547,74513.2075471698,2.162998951378138e-09
493651,1970-01-19T20:41:54.023491,74513.35849056604,1.552692041529212e-09
493657,1970-01-19T20:41:54.929151,74514.2641509434,1.7574398636302753e-09
493658,1970-01-19T20:41:55.080094,74514.41509433962,2.9899179146952446e-09
493659,1970-01-19T20:41:55.231038,74514.56603773584,2.7500139066444566e-09
493660,1970-01-19T20:41:55.381981,74514.71698113208,1.3643903581032927e-09
493674,1970-01-19T20:41:57.495189,74516.83018867925,1.1278869040950306e-09
493694,1970-01-19T20:42:00.514057,74519.84905660378,9.53267186667287e-10
493701,1970-01-19T20:42:01.570660,74520.90566037736,2.332213476213122e-09
493702,1970-01-19T20:42:01.721604,74521.05660377358,2.991622495904893e-09
493703,1970-01-19T20:42:01.872547,74521.2075471698,1.9034515646038747e-09
493708,1970-01-19T20:42:02.627264,74521.96226415095,1.3113957359766883e-09
493709,1970-01-19T20:42:02.778208,74522.11320754717,3.168729185083877e-09
493710,1970-01-19T20:42:02.929151,74522.2641509434,3.271633643933384e-09
493711,1970-01-19T20:42:03.080094,74522.41509433962,1.4339887464924402e-09
493717,1970-01-19T20:42:03.985755,74523.32075471699,1.946270315155962e-09
493718,1970-01-19T20:42:04.136698,74523.47169811321,2.7844289879818997e-09
493719,1970-01-19T20:42:04.287642,74523.62264150943,2.0705339726625633e-09
493724,1970-01-19T20:42:05.042358,74524.37735849057,1.1542292552779583e-09
493725,1970-01-19T20:42:05.193302,74524.52830188679,1.7020810643518104e-09
493726,1970-01-19T20:42:05.344245,74524.67924528301,1.1410897787273178e-09
493732,1970-01-19T20:42:06.249906,74525.58490566038,1.4319233364435907e-09
493733,1970-01-19T20:42:06.400849,74525.7358490566,1.549010448923551e-09
493740,1970-01-19T20:42:07.457453,74526.7924528302,2.159696922726402e-09
493741,1970-01-19T20:42:07.608396,74526.94339622642,2.6777068484676182e-09
493742,1970-01-19T20:42:07.759340,74527.09433962264,2.0439024722646224e-09
493749,1970-01-19T20:42:08.815943,74528.15094339622,9.925756962960647e-10
493750,1970-01-19T20:42:08.966887,74528.30188679245,1.4320156495573482e-09
493751,1970-01-19T20:42:09.117830,74528.45283018867,1.3127977951406834e-09
493758,1970-01-19T20:42:10.174434,74529.50943396226,1.0793797106993767e-09
493759,1970-01-19T20:42:10.325377,74529.6603773585,2.120375913889449e-09
493760,1970-01-19T20:42:10.476321,74529.81132075471,1.931259069569823e-09
493766,1970-01-19T20:42:11.381981,74530.71698113208,9.549280439902211e-10
493767,1970-01-19T20:42:11.532925,74530.8679245283,2.5108007534946167e-09
493768,1970-01-19T20:42:11.683868,74531.01886792453,2.992590980841306e-09
493769,1970-01-19T20:42:11.834811,74531.16981132075,2.3989994642271723e-09
493770,1970-01-19T20:42:11.985755,74531.32075471699,1.249762821559863e-09
493783,1970-01-19T20:42:13.948019,74533.28301886792,1.1171837847045626e-09
493784,1970-01-19T20:42:14.098962,74533.43396226416,1.668144291221917e-09
493785,1970-01-19T20:42:14.249906,74533.58490566038,2.1633401867172716e-09
493786,1970-01-19T20:42:14.400849,74533.7358490566,2.214389106151802e-09
493787,1970-01-19T20:42:14.551792,74533.88679245283,1.5445658633772504e-09
493800,1970-01-19T20:42:16.514057,74535.84905660378,1.7141243605624746e-09
493801,1970-01-19T20:42:16.665000,74536.0,2.163199165472545e-09
493802,1970-01-19T20:42:16.815943,74536.15094339622,1.543441959240367e-09
493808,1970-01-19T20:42:17.721604,74537.05660377358,1.3338574363149527e-09
493809,1970-01-19T20:42:17.872547,74537.2075471698,9.948728920849095e-10
493820,1970-01-19T20:42:19.532925,74538.8679245283,1.0825918405550742e-09
493821,1970-01-19T20:42:19.683868,74539.01886792453,9.715553931401915e-10
493827,1970-01-19T20:42:20.589528,74539.92452830188,1.3928774577532874e-09
493828,1970-01-19T20:42:20.740472,74540.07547169812,2.5464997077324196e-09
493829,1970-01-19T20:42:20.891415,74540.22641509434,2.333440704262672e-09
493836,1970-01-19T20:42:21.948019,74541.28301886792,2.227939585380002e-09
493837,1970-01-19T20:42:22.098962,74541.43396226416,2.4511659220127827e-09
493838,1970-01-19T20:42:22.249906,74541.58490566038,1.3266230535001007e-09
493845,1970-01-19T20:42:23.306509,74542.64150943396,1.080703670798919e-09
493846,1970-01-19T20:42:23.457453,74542.7924528302,1.6051655903939902e-09
493847,1970-01-19T20:42:23.608396,74542.94339622642,2.049308177483652e-09
493848,1970-01-19T20:42:23.759340,74543.09433962264,2.3332917601203166e-09
493849,1970-01-19T20:42:23.910283,74543.24528301887,2.164900951627698e-09
493850,1970-01-19T20:42:24.061226,74543.39622641509,1.2647880266138175e-09
493857,1970-01-19T20:42:25.117830,74544.45283018867,1.846245740478804e-09
493858,1970-01-19T20:42:25.268774,74544.60377358491,3.146668809029926e-09
493859,1970-01-19T20:42:25.419717,74544.75471698113,3.0430093569026733e-09
493860,1970-01-19T20:42:25.570660,74544.90566037736,1.6030169147284876e-09
493866,1970-01-19T20:42:26.476321,74545.81132075471,1.5927025758341404e-09
493867,1970-01-19T20:42:26.627264,74545.96226415095,2.4284860752033803e-09
493868,1970-01-19T20:42:26.778208,74546.11320754717,1.784827480663716e-09
493873,1970-01-19T20:42:27.532925,74546.8679245283,1.7139740061001372e-09
493874,1970-01-19T20:42:27.683868,74547.01886792453,3.2452304333251755e-09
493875,1970-01-19T20:42:27.834811,74547.16981132075,3.000954213431045e-09
493882,1970-01-19T20:42:28.891415,74548.22641509434,1.4400354608734603e-09
493883,1970-01-19T20:42:29.042358,74548.37735849057,1.809613031175355e-09
493884,1970-01-19T20:42:29.193302,74548.52830188679,1.3012136451243347e-09
493887,1970-01-19T20:42:29.646132,74548.98113207547,1.331512768055583e-09
493888,1970-01-19T20:42:29.797075,74549.1320754717,1.4437658974431978e-09
493900,1970-01-19T20:42:31.608396,74550.94339622642,2.0029377105428208e-09
493901,1970-01-19T20:42:31.759340,74551.09433962264,3.7722578617464545e-09
493902,1970-01-19T20:42:31.910283,74551.24528301887,3.691860326345275e-09
493903,1970-01-19T20:42:32.061226,74551.39622641509,1.7248836066314084e-09
493908,1970-01-19T20:42:32.815943,74552.15094339622,9.901578660194738e-10
493909,1970-01-19T20:42:32.966887,74552.30188679245,1.076073640729848e-09
493915,1970-01-19T20:42:33.872547,74553.2075471698,1.8149522274395195e-09
493916,1970-01-19T20:42:34.023491,74553.35849056604,1.7267656726142503e-09
493922,1970-01-19T20:42:34.929151,74554.2641509434,1.662144450902935e-09
493923,1970-01-19T20:42:35.080094,74554.41509433962,1.33347410674417e-09
493928,1970-01-19T20:42:35.834811,74555.16981132075,9.61611071340398e-10
493935,1970-01-19T20:42:36.891415,74556.22641509434,2.840738319978223e-09
493936,1970-01-19T20:42:37.042358,74556.37735849057,3.7070339673506955e-09
493937,1970-01-19T20:42:37.193302,74556.52830188679,2.5082220779337103e-09
493943,1970-01-19T20:42:38.098962,74557.43396226416,2.3685713879040753e-09
493944,1970-01-19T20:42:38.249906,74557.58490566038,3.162017526261878e-09
493945,1970-01-19T20:42:38.400849,74557.7358490566,1.9370626419104184e-09
493951,1970-01-19T20:42:39.306509,74558.64150943396,2.1803882986426128e-09
493952,1970-01-19T20:42:39.457453,74558.7924528302,2.798915724986777e-09
493953,1970-01-19T20:42:39.608396,74558.94339622642,2.059300797409618e-09
493965,1970-01-19T20:42:41.419717,74560.75471698113,1.3391627983220708e-09
493966,1970-01-19T20:42:41.570660,74560.90566037736,1.5820458266414455e-09
493971,1970-01-19T20:42:42.325377,74561.6603773585,1.0179587667084006e-09
493972,1970-01-19T20:42:42.476321,74561.81132075471,2.188680449167992e-09
493973,1970-01-19T20:42:42.627264,74561.96226415095,2.375672456658657e-09
493974,1970-01-19T20:42:42.778208,74562.11320754717,1.355469373555456e-09
493981,1970-01-19T20:42:43.834811,74563.16981132075,1.1656835335531006e-09
493982,1970-01-19T20:42:43.985755,74563.32075471699,1.0802688555660478e-09
494006,1970-01-19T20:42:47.608396,74566.94339622642,1.4462228062688452e-09
494007,1970-01-19T20:42:47.759340,74567.09433962264,1.5609735325810215e-09
494013,1970-01-19T20:42:48.665000,74568.0,1.7402251559225547e-09
494014,1970-01-19T20:42:48.815943,74568.15094339622,3.738142468838692e-09
494015,1970-01-19T20:42:48.966887,74568.30188679245,3.8868293071275156e-09
494016,1970-01-19T20:42:49.117830,74568.45283018867,1.977614370048765e-09
494022,1970-01-19T20:42:50.023491,74569.35849056604,1.273123399415087e-09
494027,1970-01-19T20:42:50.778208,74570.11320754717,1.1604389490601622e-09
494028,1970-01-19T20:42:50.929151,74570.2641509434,3.580061639303135e-09
494029,1970-01-19T20:42:51.080094,74570.41509433962,4.3493299476557585e-09
494030,1970-01-19T20:42:51.231038,74570.56603773584,2.6842019023709384e-09
494036,1970-01-19T20:42:52.136698,74571.47169811321,2.7017438796744223e-09
494037,1970-01-19T20:42:52.287642,74571.62264150943,2.983309182858118e-09
494038,1970-01-19T20:42:52.438585,74571.77358490566,1.0694836387917362e-09
494043,1970-01-19T20:42:53.193302,74572.52830188679,2.3429711067968403e-09
494044,1970-01-19T20:42:53.344245,74572.67924528301,3.9282559112001e-09
494045,1970-01-19T20:42:53.495189,74572.83018867925,3.45325386601863e-09
494046,1970-01-19T20:42:53.646132,74572.98113207547,1.3433778386561602e-09
494052,1970-01-19T20:42:54.551792,74573.88679245283,9.56420490944189e-10
494061,1970-01-19T20:42:55.910283,74575.24528301887,1.1301806653436134e-09
494062,1970-01-19T20:42:56.061226,74575.39622641509,1.6510235633614526e-09
494063,1970-01-19T20:42:56.212170,74575.54716981133,2.02623301190121e-09
494064,1970-01-19T20:42:56.363113,74575.69811320755,1.7329835559995195e-09
494070,1970-01-19T20:42:57.268774,74576.60377358491,1.1840049655162386e-09
494071,1970-01-19T20:42:57.419717,74576.75471698113,3.12568299410692e-09
494072,1970-01-19T20:42:57.570660,74576.90566037736,2.9768152882049887e-09
494078,1970-01-19T20:42:58.476321,74577.81132075471,3.027795636270667e-09
494079,1970-01-19T20:42:58.627264,74577.96226415095,4.909866254882898e-09
494080,1970-01-19T20:42:58.778208,74578.11320754717,3.9874384148500835e-09
494081,1970-01-19T20:42:58.929151,74578.2641509434,1.085624823641095e-09
494085,1970-01-19T20:42:59.532925,74578.8679245283,1.0577213532969874e-09
494086,1970-01-19T20:42:59.683868,74579.01886792453,2.147537819122358e-09
494087,1970-01-19T20:42:59.834811,74579.16981132075,1.070175442502134e-09
494092,1970-01-19T20:43:00.589528,74579.92452830188,1.2656953604738356e-09
494093,1970-01-19T20:43:00.740472,74580.07547169812,2.8740136556225104e-09
494094,1970-01-19T20:43:00.891415,74580.22641509434,2.284465793149095e-09
494099,1970-01-19T20:43:01.646132,74580.98113207547,2.39637059810041e-09
494100,1970-01-19T20:43:01.797075,74581.1320754717,2.9742612590305773e-09
494101,1970-01-19T20:43:01.948019,74581.28301886792,1.3548966007309234e-09
494106,1970-01-19T20:43:02.702736,74582.03773584905,2.6264826013056622e-09
494107,1970-01-19T20:43:02.853679,74582.18867924529,3.827423058299972e-09
494108,1970-01-19T20:43:03.004623,74582.3396226415,2.268378851630906e-09
494113,1970-01-19T20:43:03.759340,74583.09433962264,1.404680608140653e-09
494114,1970-01-19T20:43:03.910283,74583.24528301887,4.0012735036683095e-09
494115,1970-01-19T20:43:04.061226,74583.39622641509,3.971976024789787e-09
494116,1970-01-19T20:43:04.212170,74583.54716981133,1.5024383508495924e-09
494121,1970-01-19T20:43:04.966887,74584.30188679245,2.4628349102848967e-09
494122,1970-01-19T20:43:05.117830,74584.45283018867,3.069311980537637e-09
494123,1970-01-19T20:43:05.268774,74584.60377358491,1.4616307871161095e-09
494128,1970-01-19T20:43:06.023491,74585.35849056604,2.7703575158810724e-09
494129,1970-01-19T20:43:06.174434,74585.50943396226,4.0793451076757055e-09
494130,1970-01-19T20:43:06.325377,74585.6603773585,2.886684597015137e-09
494136,1970-01-19T20:43:07.231038,74586.56603773584,1.271752293277978e-09
494137,1970-01-19T20:43:07.381981,74586.71698113208,2.5872394889727726e-09
494138,1970-01-19T20:43:07.532925,74586.8679245283,2.2394571041991807e-09
494139,1970-01-19T20:43:07.683868,74587.01886792453,1.025985472886539e-09
494142,1970-01-19T20:43:08.136698,74587.47169811321,1.0340358327410546e-09
494143,1970-01-19T20:43:08.287642,74587.62264150943,1.5790405922513516e-09
494144,1970-01-19T20:43:08.438585,74587.77358490566,1.0980110351465735e-09
494150,1970-01-19T20:43:09.344245,74588.67924528301,1.1034155646191955e-09
494151,1970-01-19T20:43:09.495189,74588.83018867925,1.606459494876221e-09
494152,1970-01-19T20:43:09.646132,74588.98113207547,9.36639082464704e-10
494158,1970-01-19T20:43:10.551792,74589.88679245283,1.089726901160968e-09
494159,1970-01-19T20:43:10.702736,74590.03773584905,1.3867995057388046e-09
494160,1970-01-19T20:43:10.853679,74590.18867924529,1.4499867228623931e-09
494161,1970-01-19T20:43:11.004623,74590.3396226415,1.474419749254367e-09
494162,1970-01-19T20:43:11.155566,74590.49056603774,1.414632937945151e-09
494163,1970-01-19T20:43:11.306509,74590.64150943396,1.0102917241275891e-09
494170,1970-01-19T20:43:12.363113,74591.69811320755,9.234864318911527e-10
494171,1970-01-19T20:43:12.514057,74591.84905660378,1.7507213317272984e-09
494172,1970-01-19T20:43:12.665000,74592.0,1.6678480915471795e-09
494180,1970-01-19T20:43:13.872547,74593.2075471698,1.116325700506234e-09
494181,1970-01-19T20:43:14.023491,74593.35849056604,2.2337954471024038e-09
494182,1970-01-19T20:43:14.174434,74593.50943396226,2.688468227789336e-09
494183,1970-01-19T20:43:14.325377,74593.6603773585,2.2312111097386233e-09
494184,1970-01-19T20:43:14.476321,74593.81132075471,1.040743988300668e-09
494195,1970-01-19T20:43:16.136698,74595.47169811321,1.1321941407325582e-09
494196,1970-01-19T20:43:16.287642,74595.62264150943,1.0483476896015447e-09
494201,1970-01-19T20:43:17.042358,74596.37735849057,1.2445424178366666e-09
494202,1970-01-19T20:43:17.193302,74596.52830188679,2.288213486573285e-09
494203,1970-01-19T20:43:17.344245,74596.67924528301,2.078795670325064e-09
494210,1970-01-19T20:43:18.400849,74597.7358490566,1.2959637462708902e-09
494211,1970-01-19T20:43:18.551792,74597.88679245283,9.280490800253193e-10
494215,1970-01-19T20:43:19.155566,74598.49056603774,1.382061939815553e-09
494216,1970-01-19T20:43:19.306509,74598.64150943396,2.883255334608322e-09
494217,1970-01-19T20:43:19.457453,74598.7924528302,3.054333901376422e-09
494218,1970-01-19T20:43:19.608396,74598.94339622642,1.526452773528723e-09
494224,1970-01-19T20:43:20.514057,74599.84905660378,1.0607116576549592e-09
494230,1970-01-19T20:43:21.419717,74600.75471698113,2.969316876846854e-09
494231,1970-01-19T20:43:21.570660,74600.90566037736,4.261859090437809e-09
494232,1970-01-19T20:43:21.721604,74601.05660377358,3.525138636549845e-09
494233,1970-01-19T20:43:21.872547,74601.2075471698,1.2264592659055287e-09
494244,1970-01-19T20:43:23.532925,74602.8679245283,1.4940317936966044e-09
494245,1970-01-19T20:43:23.683868,74603.01886792453,2.398494154698483e-09
494246,1970-01-19T20:43:23.834811,74603.16981132075,1.6295774159170726e-09
494251,1970-01-19T20:43:24.589528,74603.92452830188,2.7935968614071922e-09
494252,1970-01-19T20:43:24.740472,74604.07547169812,4.335461640598593e-09
494253,1970-01-19T20:43:24.891415,74604.22641509434,3.427160694624156e-09
494259,1970-01-19T20:43:25.797075,74605.1320754717,2.0360526003135087e-09
494260,1970-01-19T20:43:25.948019,74605.28301886792,3.801995901483834e-09
494261,1970-01-19T20:43:26.098962,74605.43396226416,3.200380438182249e-09
494262,1970-01-19T20:43:26.249906,74605.58490566038,1.0193352350582694e-09
494272,1970-01-19T20:43:27.759340,74607.09433962264,1.358311924059924e-09
494273,1970-01-19T20:43:27.910283,74607.24528301887,1.6445182923808986e-09
494279,1970-01-19T20:43:28.815943,74608.15094339622,1.4925867209834334e-09
494280,1970-01-19T20:43:28.966887,74608.30188679245,3.0300473722473513e-09
494281,1970-01-19T20:43:29.117830,74608.45283018867,2.7305317347837473e-09
494282,1970-01-19T20:43:29.268774,74608.60377358491,9.442622062469731e-10
494300,1970-01-19T20:43:31.985755,74611.32075471699,1.1432202681687663e-09
494306,1970-01-19T20:43:32.891415,74612.22641509434,1.14236356693217e-09
494307,1970-01-19T20:43:33.042358,74612.37735849057,1.071062198229876e-09
494314,1970-01-19T20:43:34.098962,74613.43396226416,1.8512899723826435e-09
494315,1970-01-19T20:43:34.249906,74613.58490566038,2.051160786497318e-09
494316,1970-01-19T20:43:34.400849,74613.7358490566,1.532909288733289e-09
494325,1970-01-19T20:43:35.759340,74615.09433962264,2.1268931906700823e-09
494326,1970-01-19T20:43:35.910283,74615.24528301887,2.601302898057932e-09
494327,1970-01-19T20:43:36.061226,74615.39622641509,1.93415410766513e-09
494333,1970-01-19T20:43:36.966887,74616.30188679245,1.6112305544801262e-09
494334,1970-01-19T20:43:37.117830,74616.45283018867,3.066223194805536e-09
494335,1970-01-19T20:43:37.268774,74616.60377358491,2.9922560365902923e-09
494336,1970-01-19T20:43:37.419717,74616.75471698113,1.161497551388446e-09
494341,1970-01-19T20:43:38.174434,74617.50943396226,1.1155003339447298e-09
494342,1970-01-19T20:43:38.325377,74617.6603773585,4.313610855651104e-09
494343,1970-01-19T20:43:38.476321,74617.81132075471,5.199033250467065e-09
494344,1970-01-19T20:43:38.627264,74617.96226415095,3.0950736806590822e-09
494350,1970-01-19T20:43:39.532925,74618.8679245283,3.8524523740612156e-09
494351,1970-01-19T20:43:39.683868,74619.01886792453,4.336426629100118e-09
494352,1970-01-19T20:43:39.834811,74619.16981132075,2.209884934849023e-09
494357,1970-01-19T20:43:40.589528,74619.92452830188,2.467386853804337e-09
494358,1970-01-19T20:43:40.740472,74620.07547169812,2.282331985565225e-09
494364,1970-01-19T20:43:41.646132,74620.98113207547,2.5484635719681126e-09
494365,1970-01-19T20:43:41.797075,74621.1320754717,3.968717674134876e-09
494366,1970-01-19T20:43:41.948019,74621.28301886792,3.0256997607335166e-09
494371,1970-01-19T20:43:42.702736,74622.03773584905,1.6832685734529784e-09
494372,1970-01-19T20:43:42.853679,74622.18867924529,2.066339260876338e-09
494379,1970-01-19T20:43:43.910283,74623.24528301887,1.6085660279521015e-09
494380,1970-01-19T20:43:44.061226,74623.39622641509,1.075488788353858e-09
494385,1970-01-19T20:43:44.815943,74624.15094339622,1.2682174986557215e-09
494386,1970-01-19T20:43:44.966887,74624.30188679245,2.376323736546306e-09
494387,1970-01-19T20:43:45.117830,74624.45283018867,2.239673444484345e-09
494388,1970-01-19T20:43:45.268774,74624.60377358491,9.966375980552782e-10
494394,1970-01-19T20:43:46.174434,74625.50943396226,1.1219891601989447e-09
494401,1970-01-19T20:43:47.231038,74626.56603773584,1.8209559578196694e-09
494402,1970-01-19T20:43:47.381981,74626.71698113208,2.501361465863762e-09
494403,1970-01-19T20:43:47.532925,74626.8679245283,1.7782389322923287e-09
494409,1970-01-19T20:43:48.438585,74627.77358490566,2.768987840436608e-09
494410,1970-01-19T20:43:48.589528,74627.92452830188,3.867344540645319e-09
494411,1970-01-19T20:43:48.740472,74628.07547169812,2.6511662584848143e-09
494417,1970-01-19T20:43:49.646132,74628.98113207547,2.9379413641721954e-09
494418,1970-01-19T20:43:49.797075,74629.1320754717,3.275872922681825e-09
494419,1970-01-19T20:43:49.948019,74629.28301886792,1.2303743315495746e-09
494424,1970-01-19T20:43:50.702736,74630.03773584905,2.2481256539319435e-09
494425,1970-01-19T20:43:50.853679,74630.18867924529,3.93178907472844e-09
494426,1970-01-19T20:43:51.004623,74630.3396226415,3.4133894127218874e-09
494427,1970-01-19T20:43:51.155566,74630.49056603774,1.2958214356852015e-09
494432,1970-01-19T20:43:51.910283,74631.24528301887,1.0283892498417008e-09
494433,1970-01-19T20:43:52.061226,74631.39622641509,1.1046512880935971e-09
494444,1970-01-19T20:43:53.721604,74633.05660377358,1.9956896153861964e-09
494445,1970-01-19T20:43:53.872547,74633.2075471698,2.4431395167218624e-09
494446,1970-01-19T20:43:54.023491,74633.35849056604,1.920514894362463e-09
494458,1970-01-19T20:43:55.834811,74635.16981132075,1.0123103244741587e-09
494459,1970-01-19T20:43:55.985755,74635.32075471699,1.235778323951915e-09
494465,1970-01-19T20:43:56.891415,74636.22641509434,2.3632863527281542e-09
494466,1970-01-19T20:43:57.042358,74636.37735849057,4.510131449255196e-09
494467,1970-01-19T20:43:57.193302,74636.52830188679,4.9201644987634674e-09
494468,1970-01-19T20:43:57.344245,74636.67924528301,3.227693744978022e-09
494475,1970-01-19T20:43:58.400849,74637.7358490566,1.6170845728380603e-09
494476,1970-01-19T20:43:58.551792,74637.88679245283,1.8472518028769542e-09
494482,1970-01-19T20:43:59.457453,74638.7924528302,1.5446995008752823e-09
494483,1970-01-19T20:43:59.608396,74638.94339622642,3.0028021949887214e-09
494484,1970-01-19T20:43:59.759340,74639.09433962264,3.4256204817159023e-09
494485,1970-01-19T20:43:59.910283,74639.24528301887,2.5520334720577022e-09
494498,1970-01-19T20:44:01.872547,74641.2075471698,1.9470078692608716e-09
494499,1970-01-19T20:44:02.023491,74641.35849056604,2.4735862957061902e-09
494500,1970-01-19T20:44:02.174434,74641.50943396226,1.858897734740808e-09
494513,1970-01-19T20:44:04.136698,74643.47169811321,1.627270317606146e-09
494514,1970-01-19T20:44:04.287642,74643.62264150943,1.7549771234592266e-09
494515,1970-01-19T20:44:04.438585,74643.77358490566,1.2199359408972946e-09
494531,1970-01-19T20:44:06.853679,74646.18867924529,1.2665198434729755e-09
494532,1970-01-19T20:44:07.004623,74646.3396226415,2.3719913046555083e-09
494533,1970-01-19T20:44:07.155566,74646.49056603774,3.1125487882613757e-09
494534,1970-01-19T20:44:07.306509,74646.64150943396,2.957255524325997e-09
494535,1970-01-19T20:44:07.457453,74646.7924528302,1.772275246243993e-09
494551,1970-01-19T20:44:09.872547,74649.2075471698,1.0115610241481906e-09
494552,1970-01-19T20:44:10.023491,74649.35849056604,2.1255107763217547e-09
494553,1970-01-19T20:44:10.174434,74649.50943396226,2.688932818858495e-09
494554,1970-01-19T20:44:10.325377,74649.6603773585,2.097973682736893e-09
494561,1970-01-19T20:44:11.381981,74650.71698113208,1.6990448533018211e-09
494567,1970-01-19T20:44:12.287642,74651.62264150943,3.002596317941118e-09
494568,1970-01-19T20:44:12.438585,74651.77358490566,4.635056463500251e-09
494569,1970-01-19T20:44:12.589528,74651.92452830188,3.622161771791346e-09
494575,1970-01-19T20:44:13.495189,74652.83018867925,2.9021965665331967e-09
494576,1970-01-19T20:44:13.646132,74652.98113207547,3.590649215474881e-09
494577,1970-01-19T20:44:13.797075,74653.1320754717,1.702277837771899e-09
494582,1970-01-19T20:44:14.551792,74653.88679245283,2.1943356762272093e-09
494583,1970-01-19T20:44:14.702736,74654.03773584905,3.771848815776281e-09
494584,1970-01-19T20:44:14.853679,74654.18867924529,3.3233798362675686e-09
494585,1970-01-19T20:44:15.004623,74654.3396226415,1.4751576967331722e-09
494595,1970-01-19T20:44:16.514057,74655.84905660378,9.887681043549964e-10
494596,1970-01-19T20:44:16.665000,74656.0,2.026081003980931e-09
494597,1970-01-19T20:44:16.815943,74656.15094339622,1.959081440227068e-09
